session,eta_nom,acad_lib,acad_reg_lib,mention,parcours,alternance,modalite_enseignement,lieux_formation,disci_master,disci_lib,secteur_disci_lib,n_accept,n_accept_femme,uo_lib_actuel,diploma_needed
2023,Université Jean Moulin - Lyon 3,Lyon,Auvergne-Rhône-Alpes,"justice, proces et procedures",culture judiciaire,False,"INITIALE,CONTINUE,HYBRIDE","Campus des quais - LYON (69),Université Lyon-III - LYON CEDEX 07 (69)",Droit et sc. politiques,"Droit, sciences politiques",Sciences juridiques,15,14,Université Jean Moulin - Lyon 3,Autre
2023,Université Grenoble Alpes,Grenoble,Auvergne-Rhône-Alpes,psychologie,Psychologie du travail et Ergonomie,False,"INITIALE,HYBRIDE",UFR Sciences de l'Homme et de la Société (SHS) - SAINT MARTIN D'HERES (38),S.H.S.,Sciences humaines et sociales,"Psychologie, sciences cognitives",14,12,Université Grenoble Alpes,Sciences Sociales et Humanités
2023,Université Grenoble Alpes,Grenoble,Auvergne-Rhône-Alpes,psychologie,Recherche en Psychologie,False,"INITIALE,HYBRIDE",UFR Sciences de l'Homme et de la Société (SHS) - SAINT MARTIN D'HERES (38),S.H.S.,Sciences humaines et sociales,"Psychologie, sciences cognitives",17,12,Université Grenoble Alpes,Sciences Sociales et Humanités
2023,Université Grenoble Alpes,Grenoble,Auvergne-Rhône-Alpes,psychologie,Neuropsychologie et neurosciences cliniques,False,"INITIALE,HYBRIDE",UFR Sciences de l'Homme et de la Société (SHS) - SAINT MARTIN D'HERES (38),S.H.S.,Sciences humaines et sociales,"Psychologie, sciences cognitives",22,15,Université Grenoble Alpes,Sciences Sociales et Humanités
2023,Université Grenoble Alpes,Grenoble,Auvergne-Rhône-Alpes,psychologie,Psychologie clinique – Psychologie de la santé,False,"INITIALE,HYBRIDE",UFR Sciences de l'Homme et de la Société (SHS) - SAINT MARTIN D'HERES (38),S.H.S.,Sciences humaines et sociales,"Psychologie, sciences cognitives",15,14,Université Grenoble Alpes,Sciences Sociales et Humanités
2023,Université Grenoble Alpes,Grenoble,Auvergne-Rhône-Alpes,psychologie,Psychologie clinique cognitivo-comportementale basée sur les processus,False,"INITIALE,HYBRIDE",UFR Sciences de l'Homme et de la Société (SHS) - SAINT MARTIN D'HERES (38),S.H.S.,Sciences humaines et sociales,"Psychologie, sciences cognitives",15,10,Université Grenoble Alpes,Sciences Sociales et Humanités
2023,Université Toulouse Capitole,Toulouse,Occitanie,droit de l'immobilier,Droit de l’immobilier,False,"INITIALE,HYBRIDE",Université Toulouse  Capitole - TOULOUSE CEDEX 9 (31),Droit et sc. politiques,"Droit, sciences politiques",Sciences juridiques,30,21,Université Toulouse Capitole,Autre
2023,Université Toulouse Capitole,Toulouse,Occitanie,droit de l'immobilier,Droit de l'immobilier (FOAD),False,DISTANCE,Université Toulouse  Capitole - TOULOUSE CEDEX 9 (31),Droit et sc. politiques,"Droit, sciences politiques",Sciences juridiques,31,24,Université Toulouse Capitole,Autre
2023,Université Toulouse - Jean Jaurès,Toulouse,Occitanie,"metiers de l'enseignement, de l'education et de la formation (meef), 2nd degre",Occitan,False,"INITIALE,CONTINUE,HYBRIDE",INSPE Toulouse Midi-Pyrénées - TOULOUSE (31),M.E.E.F.,Sciences humaines et sociales,Sciences de l'éducation,1,1,Université Toulouse - Jean Jaurès,Autre
2023,Université Toulouse - Jean Jaurès,Toulouse,Occitanie,"metiers de l'enseignement, de l'education et de la formation (meef), 2nd degre",Langues vivantes étrangères : Portugais,False,"INITIALE,CONTINUE,HYBRIDE",INSPE Toulouse Midi-Pyrénées - TOULOUSE (31),M.E.E.F.,Sciences humaines et sociales,Sciences de l'éducation,2,1,Université Toulouse - Jean Jaurès,Autre
2023,Université Toulouse - Jean Jaurès,Toulouse,Occitanie,"metiers de l'enseignement, de l'education et de la formation (meef), 2nd degre",Lettres : Lettres modernes,False,"INITIALE,CONTINUE,HYBRIDE",INSPE Toulouse Midi-Pyrénées - TOULOUSE (31),M.E.E.F.,Sciences humaines et sociales,Sciences de l'éducation,24,20,Université Toulouse - Jean Jaurès,Autre
2023,Université Toulouse - Jean Jaurès,Toulouse,Occitanie,"metiers de l'enseignement, de l'education et de la formation (meef), 2nd degre",Sciences économiques et sociales SES,False,"INITIALE,CONTINUE,HYBRIDE",INSPE Toulouse Midi-Pyrénées - TOULOUSE (31),M.E.E.F.,Sciences humaines et sociales,Sciences de l'éducation,14,11,Université Toulouse - Jean Jaurès,Autre
2023,Université Toulouse - Jean Jaurès,Toulouse,Occitanie,"metiers de l'enseignement, de l'education et de la formation (meef), 2nd degre",Disciplines des Secteurs Technologiques et Industriels - Voie Professionnelle,False,"INITIALE,CONTINUE,HYBRIDE",INSPE Toulouse Midi-Pyrénées - TOULOUSE (31),M.E.E.F.,Sciences humaines et sociales,Sciences de l'éducation,0,0,Université Toulouse - Jean Jaurès,Autre
2023,Université Toulouse - Jean Jaurès,Toulouse,Occitanie,"metiers de l'enseignement, de l'education et de la formation (meef), 2nd degre",Hôtellerie-Restauration,False,"INITIALE,CONTINUE,HYBRIDE",INSPE Toulouse Midi-Pyrénées - TOULOUSE (31),M.E.E.F.,Sciences humaines et sociales,Sciences de l'éducation,11,5,Université Toulouse - Jean Jaurès,Autre
2023,Université Toulouse - Jean Jaurès,Toulouse,Occitanie,creation artistique,"Création Artistique, Recherche et pratique du Monde de l'Art (CARMA)",False,"INITIALE,CONTINUE,HYBRIDE","UFR Lettres, Philosophie, Musique, Arts du spectacle et Communication  -  Département Arts plastiques  Design  - TOULOUSE (31)","Lettres, langues, art","Lettres, sciences du langage, arts",Arts,27,23,Université Toulouse - Jean Jaurès,Autre
2023,Université Jean Monnet,Lyon,Auvergne-Rhône-Alpes,"information, communication",Design de communication : innovation et médiation numérique,False,"INITIALE,CONTINUE,HYBRIDE",Télécom Saint-Etienne - SAINT-ETIENNE (42),S.H.S.,Sciences humaines et sociales,Sciences de l'information et la communication,12,8,Université Jean Monnet,Autre
2023,Université de Limoges,Limoges,Nouvelle-Aquitaine,administration publique,METIERS DE L'ADMINISTRATION,False,"INITIALE,CONTINUE,HYBRIDE",IPAG - LIMOGES CEDEX 01 (87),Droit et sc. politiques,"Droit, sciences politiques",Sciences juridiques,18,13,Université de Limoges,Autre
2023,Université Jean Moulin - Lyon 3,Lyon,Auvergne-Rhône-Alpes,management sectoriel,MANAGEMENT DES INDUSTRIES PHARMACEUTIQUES ET DES TECHNOLOGIES MEDICALES,False,"INITIALE,CONTINUE,HYBRIDE",IAE LYON - LYON (69),"Economie, gestion et A.E.S.","Sciences économiques, gestion",Sciences de gestion,15,12,Université Jean Moulin - Lyon 3,Autre
2023,Université Jean Moulin - Lyon 3,Lyon,Auvergne-Rhône-Alpes,management sectoriel,MANAGEMENT EN HOTELLERIE-RESTAURATION-LOISIRS (EN ALTERNANCE),True,"APPRENTISSAGE,CONTRAT_PRO,CONTINUE",IAE LYON - LYON (69),"Economie, gestion et A.E.S.","Sciences économiques, gestion",Sciences de gestion,13,7,Université Jean Moulin - Lyon 3,Autre
2023,Université Lumière - Lyon 2,Lyon,Auvergne-Rhône-Alpes,anthropologie,M1 : Anthropologie générale des mondes contemporains,False,"INITIALE,HYBRIDE",UFR d'Anthropologie de Sociologie et de Science politique - BRON,S.H.S.,Sciences humaines et sociales,"Archéologie, ethnologie, préhistoire, anthropologie",6,5,Université Lumière - Lyon 2,Autre
2023,Université de Bordeaux,Bordeaux,Nouvelle-Aquitaine,bio-informatique,Biologie computationnelle,False,"INITIALE,CONTINUE,HYBRIDE",Université de Bordeaux - TALENCE CEDEX (33),Sc. fondamentales et appliquées (dont S.T.A.P.S.),"Sciences de la vie, de la terre et de l'univers","Sciences de la vie, biologie, santé",14,7,Université de Bordeaux,Autre
2023,Université Toulouse - Jean Jaurès,Toulouse,Occitanie,anthropologie,Unknown,False,"INITIALE,CONTINUE,HYBRIDE","UFR Histoire, Arts et Archéologie - Département Anthropologie - TOULOUSE CEDEX 9 (31)",S.H.S.,Sciences humaines et sociales,"Archéologie, ethnologie, préhistoire, anthropologie",24,17,Université Toulouse - Jean Jaurès,Autre
2023,Université de Pau et des Pays de l'Adour,Bordeaux,Nouvelle-Aquitaine,droit notarial,Unknown,False,"INITIALE,CONTINUE,HYBRIDE",Campus de Pau  - PAU (64),Droit et sc. politiques,"Droit, sciences politiques",Sciences juridiques,20,20,Université de Pau et des Pays de l'Adour,Autre
2023,Université Grenoble Alpes,Grenoble,Auvergne-Rhône-Alpes,"metiers de l'enseignement, de l'education et de la formation (meef), 2nd degre","Métiers de l'enseignement, de l'éducation et de la formation 2nd degré - Mathématiques",False,"INITIALE,HYBRIDE",INSPE - GRENOBLE (38),M.E.E.F.,Sciences humaines et sociales,Sciences de l'éducation,21,8,Université Grenoble Alpes,Autre
2023,Université Grenoble Alpes,Grenoble,Auvergne-Rhône-Alpes,"metiers de l'enseignement, de l'education et de la formation (meef), 2nd degre","Métiers de l'enseignement, de l'éducation et de la formation 2nd degré - Sciences de la Vie et de la Terre",False,"INITIALE,HYBRIDE",INSPE - GRENOBLE (38),M.E.E.F.,Sciences humaines et sociales,Sciences de l'éducation,22,15,Université Grenoble Alpes,Autre
2023,Université Savoie Mont Blanc,Grenoble,Auvergne-Rhône-Alpes,"metiers de l'enseignement, de l'education et de la formation (meef), 2nd degre",Education physique et sportive (CAPEPS),False,"INITIALE,CONTINUE,HYBRIDE",UFR Sciences et Montagne / Antenne INSPE Chambéry - LE BOURGET DU LAC (73),M.E.E.F.,Sciences humaines et sociales,Sciences de l'éducation,30,9,Université Savoie Mont Blanc,Autre
2023,Université Savoie Mont Blanc,Grenoble,Auvergne-Rhône-Alpes,"metiers de l'enseignement, de l'education et de la formation (meef), 2nd degre",Histoire-Géographie (CAPES),False,"INITIALE,CONTINUE,HYBRIDE","UFR Lettres, langues et sciences humaines / Antenne INSPE Chambéry - CHAMBERY (73)",M.E.E.F.,Sciences humaines et sociales,Sciences de l'éducation,11,4,Université Savoie Mont Blanc,Autre
2023,Université Savoie Mont Blanc,Grenoble,Auvergne-Rhône-Alpes,"metiers de l'enseignement, de l'education et de la formation (meef), 2nd degre",Mathématiques (CAPES),False,"INITIALE,CONTINUE,HYBRIDE",UFR Sciences et Montagne / Antenne INSPE Chambéry - LE BOURGET DU LAC (73),M.E.E.F.,Sciences humaines et sociales,Sciences de l'éducation,7,4,Université Savoie Mont Blanc,Autre
2023,Université Savoie Mont Blanc,Grenoble,Auvergne-Rhône-Alpes,"metiers de l'enseignement, de l'education et de la formation (meef), 2nd degre",Sciences physiques et chimiques (CAPES),False,"INITIALE,CONTINUE,HYBRIDE",UFR Sciences et Montagne / Antenne INSPE Chambéry - LE BOURGET DU LAC (73),M.E.E.F.,Sciences humaines et sociales,Sciences de l'éducation,7,2,Université Savoie Mont Blanc,Autre
2023,Université de Bordeaux,Bordeaux,Nouvelle-Aquitaine,informatique,Informatique,False,"INITIALE,CONTINUE,HYBRIDE",UF Informatique - TALENCE (33),Sc. fondamentales et appliquées (dont S.T.A.P.S.),Sciences fondamentales et applications,Informatique,112,9,Université de Bordeaux,Technologies de l'Information
2023,Université de Bordeaux,Bordeaux,Nouvelle-Aquitaine,"metiers de l'enseignement, de l'education et de la formation (meef), 2nd degre",Physique-Chimie - (CAPES),False,"INITIALE,CONTINUE,HYBRIDE","INSPE Aquitaine - MERIGNAC (33),UF Physique  - TALENCE (33),UF Chimie - TALENCE (33)",M.E.E.F.,Sciences humaines et sociales,Sciences de l'éducation,7,1,Université de Bordeaux,Autre
2023,Université de Bordeaux,Bordeaux,Nouvelle-Aquitaine,"metiers de l'enseignement, de l'education et de la formation (meef), 2nd degre",Lettres-Histoire/Géographie - (CAPLP),False,"INITIALE,CONTINUE,HYBRIDE",INSPE Aquitaine - MERIGNAC (33),M.E.E.F.,Sciences humaines et sociales,Sciences de l'éducation,8,6,Université de Bordeaux,Autre
2023,Université de Pau et des Pays de l'Adour,Bordeaux,Nouvelle-Aquitaine,"metiers de l'enseignement, de l'education et de la formation (meef), 2nd degre",Anglais,False,"INITIALE,CONTINUE,HYBRIDE",Campus de Pau - PAU (64),M.E.E.F.,Sciences humaines et sociales,Sciences de l'éducation,24,14,Université de Pau et des Pays de l'Adour,Autre
2023,Université Bordeaux Montaigne,Bordeaux,Nouvelle-Aquitaine,"metiers de l'enseignement, de l'education et de la formation (meef), 2nd degre",ARTS PLASTIQUES (CAPES),False,"INITIALE,CONTINUE,HYBRIDE",Université Bordeaux Montaigne - PESSAC CEDEX (33),M.E.E.F.,Sciences humaines et sociales,Sciences de l'éducation,21,16,Université Bordeaux Montaigne,Autre
2023,Université Bordeaux Montaigne,Bordeaux,Nouvelle-Aquitaine,"metiers de l'enseignement, de l'education et de la formation (meef), 2nd degre",MUSIQUE (CAPES),False,"INITIALE,CONTINUE,HYBRIDE",Université Bordeaux Montaigne - PESSAC CEDEX (33),M.E.E.F.,Sciences humaines et sociales,Sciences de l'éducation,9,4,Université Bordeaux Montaigne,Autre
2023,Université Grenoble Alpes,Grenoble,Auvergne-Rhône-Alpes,urbanisme et amenagement,Urbanisme et Projet Urbain,False,"INITIALE,HYBRIDE","Institut d'Urbanisme et de Géographie Alpine (IUGA) - GRENOBLE (38),École Nationale Supérieure d'Architecture - GRENOBLE (38)",S.H.S.,Sciences humaines et sociales,Aménagement,26,12,Université Grenoble Alpes,Autre
2023,Université de Pau et des Pays de l'Adour,Bordeaux,Nouvelle-Aquitaine,staps : entrainement et optimisation de la performance sportive,Expert en préparation physique et mentale et optimisation de la performance,False,"INITIALE,CONTINUE,HYBRIDE",Campus de Tarbes - TARBES (65),Sc. fondamentales et appliquées (dont S.T.A.P.S.),STAPS,STAPS,25,8,Université de Pau et des Pays de l'Adour,Autre
2023,Université Grenoble Alpes,Grenoble,Auvergne-Rhône-Alpes,histoire,"Histoire, cultures, politique, échanges internationaux",False,"INITIALE,HYBRIDE",UFR ARSH - ARts & Sciences Humaines - SAINT MARTIN D'HERES (38),S.H.S.,Sciences humaines et sociales,Histoire,17,8,Université Grenoble Alpes,Sciences Sociales et Humanités
2023,Université Toulouse - Jean Jaurès,Toulouse,Occitanie,"archeologie, sciences pour l'archeologie","Acquisition, Traitement, Restitution par l'Image des Données en Archéologie (ATRIDA)",False,"INITIALE,CONTINUE,HYBRIDE","UFR Histoire. Arts et Archéologie - UFR Histoire, Arts et Archéologie - Département Histoire de l'art et archéologie  - TOULOUSE CEDEX 9 (31)",S.H.S.,Sciences humaines et sociales,"Archéologie, ethnologie, préhistoire, anthropologie",15,10,Université Toulouse - Jean Jaurès,Autre
2023,Université Claude Bernard - Lyon 1,Lyon,Auvergne-Rhône-Alpes,biologie moleculaire et cellulaire,M1 Conseiller en Génétique et Médecine Prédictive,False,"INITIALE,HYBRIDE",Université Claude Bernard Lyon 1 - VILLEURBANNE (69),Sc. fondamentales et appliquées (dont S.T.A.P.S.),"Sciences de la vie, de la terre et de l'univers","Sciences de la vie, biologie, santé",15,13,Université Claude Bernard - Lyon 1,Autre
2023,Université Bordeaux Montaigne,Bordeaux,Nouvelle-Aquitaine,"histoire, civilisations, patrimoine",ETUDES MEDIEVALES,False,"INITIALE,CONTINUE,HYBRIDE",UFR Humanités - PESSAC (33),S.H.S.,Sciences humaines et sociales,Histoire,20,8,Université Bordeaux Montaigne,Autre
2023,Université Jean Moulin - Lyon 3,Lyon,Auvergne-Rhône-Alpes,droit des affaires,Droit du Cinéma et de l'Audiovisuel,False,"INITIALE,HYBRIDE","Campus des quais - LYON (69),Université Lyon-III - LYON CEDEX 07 (69)",Droit et sc. politiques,"Droit, sciences politiques",Sciences juridiques,20,12,Université Jean Moulin - Lyon 3,Autre
2023,Université Jean Moulin - Lyon 3,Lyon,Auvergne-Rhône-Alpes,droit des affaires,DROIT ET PRATIQUE DES CONTRATS,False,"INITIALE,CONTINUE,HYBRIDE","Campus des quais - LYON (69),Université Lyon-III - LYON CEDEX 07 (69)",Droit et sc. politiques,"Droit, sciences politiques",Sciences juridiques,14,9,Université Jean Moulin - Lyon 3,Autre
2023,Université de Limoges,Limoges,Nouvelle-Aquitaine,sciences sociales,VALORISATION DU PATRIMOINE ET DEVELOPPEMENT TERRITORIAL,True,"APPRENTISSAGE,CONTRAT_PRO","Faculté des Lettres et des Sciences Humaines - LIMOGES (87),Lycée Agricole - AHUN (23)",S.H.S.,Sciences humaines et sociales,Pluridisciplinaire sciences humaines et sociales,0,0,Université de Limoges,Sciences Sociales et Humanités
2023,Université Jean Moulin - Lyon 3,Lyon,Auvergne-Rhône-Alpes,"langues, litteratures et civilisations etrangeres et regionales",LINGUISTIQUE ET DIALECTOLOGIE,False,"INITIALE,CONTINUE,HYBRIDE",Université Jean Moulin Lyon 3 - LYON (69),"Lettres, langues, art",Langues,Langues et littératures étrangères,11,6,Université Jean Moulin - Lyon 3,Autre
2023,Université Lumière - Lyon 2,Lyon,Auvergne-Rhône-Alpes,"langues, litteratures et civilisations etrangeres et regionales",M1 : Etudes hispaniques (espagnoles) - CREAtion MEmoire (CREAME),False,"INITIALE,HYBRIDE",Université Lumière Lyon 2 - LYON CEDEX 07 (69),"Lettres, langues, art",Langues,Langues et littératures étrangères,12,9,Université Lumière - Lyon 2,Autre
2023,Université Lumière - Lyon 2,Lyon,Auvergne-Rhône-Alpes,"langues, litteratures et civilisations etrangeres et regionales",M1 : Etudes lusophones,False,"INITIALE,HYBRIDE",UFR de Langues - LYON,"Lettres, langues, art",Langues,Langues et littératures étrangères,6,3,Université Lumière - Lyon 2,Autre
2023,Université Jean Moulin - Lyon 3,Lyon,Auvergne-Rhône-Alpes,"langues, litteratures et civilisations etrangeres et regionales",ETUDES CHINOISES,False,"INITIALE,CONTINUE,HYBRIDE",Université Jean Moulin Lyon 3 - LYON (69),"Lettres, langues, art",Langues,Langues et littératures étrangères,6,6,Université Jean Moulin - Lyon 3,Autre
2023,Université Jean Moulin - Lyon 3,Lyon,Auvergne-Rhône-Alpes,"langues, litteratures et civilisations etrangeres et regionales",ETUDES ITALIENNES  RELATIONS INTERNATIONALES,False,"INITIALE,CONTINUE,HYBRIDE",Université Jean Moulin Lyon 3 - LYON (69),"Lettres, langues, art",Langues,Langues et littératures étrangères,1,1,Université Jean Moulin - Lyon 3,Autre
2023,Université Jean Moulin - Lyon 3,Lyon,Auvergne-Rhône-Alpes,"langues, litteratures et civilisations etrangeres et regionales",Bilangue ANGLAIS/ALLEMAND,False,"INITIALE,CONTINUE,HYBRIDE",Université Jean Moulin Lyon 3 - LYON (69),"Lettres, langues, art",Langues,Langues et littératures étrangères,1,0,Université Jean Moulin - Lyon 3,Autre
2023,Université de Pau et des Pays de l'Adour,Bordeaux,Nouvelle-Aquitaine,comptabilite - controle - audit,Unknown,True,"APPRENTISSAGE,CONTRAT_PRO,CONTINUE",IAE Pau-Bayonne - Campus de Pau - PAU (64),"Economie, gestion et A.E.S.","Sciences économiques, gestion",Sciences de gestion,27,11,Université de Pau et des Pays de l'Adour,Autre
2023,Université Paris 1 - Panthéon Sorbonne,Paris,Île-de-France,arts plastiques,Unknown,False,"INITIALE,HYBRIDE",Ecole des Arts de la Sorbonne (UFR ARTS PLASTIQUES ET SCIENCES DE L'ART) - PARIS (75),"Lettres, langues, art","Lettres, sciences du langage, arts",Arts,126,103,Université Paris 1 - Panthéon Sorbonne,Autre
2023,Université Paris 1 - Panthéon Sorbonne,Paris,Île-de-France,direction de projets ou etablissements culturels,Unknown,False,"INITIALE,HYBRIDE",Ecole des Arts de la Sorbonne (UFR ARTS PLASTIQUES ET SCIENCES DE L'ART) - PARIS (75),S.H.S.,Sciences humaines et sociales,Pluridisciplinaire sciences humaines et sociales,29,25,Université Paris 1 - Panthéon Sorbonne,Autre
2023,Université Paris 1 - Panthéon Sorbonne,Paris,Île-de-France,controle de gestion et audit organisationnel,"Audit, Contrôle  et Management Public  (ACMP)",False,"INITIALE,HYBRIDE",Ecole de Management de la Sorbonne (UFR 06 - Gestion et économie d'entreprise) - PARIS (75),"Economie, gestion et A.E.S.","Sciences économiques, gestion",Sciences de gestion,15,8,Université Paris 1 - Panthéon Sorbonne,Autre
2023,Université Paris 1 - Panthéon Sorbonne,Paris,Île-de-France,controle de gestion et audit organisationnel,Contrôle de Gestion et Pilotage de la Performance  (CGPP),False,"INITIALE,HYBRIDE",Ecole de Management de la Sorbonne (UFR 06 - Gestion et économie d'entreprise) - PARIS (75),"Economie, gestion et A.E.S.","Sciences économiques, gestion",Sciences de gestion,19,7,Université Paris 1 - Panthéon Sorbonne,Autre
2023,Université Paris 1 - Panthéon Sorbonne,Paris,Île-de-France,droit de l'environnement et de l'urbanisme,Droit de l'environnement,False,"INITIALE,HYBRIDE",Ecole de Droit de la Sorbonne - Département Masters Droit Public - PARIS (75),Droit et sc. politiques,"Droit, sciences politiques",Sciences juridiques,22,17,Université Paris 1 - Panthéon Sorbonne,Autre
2023,Université Paris 1 - Panthéon Sorbonne,Paris,Île-de-France,droit europeen,Droit européen,False,"INITIALE,HYBRIDE","Ecole de Droit de la Sorbonne - Département Masters de Droit international, européen et comparé - PARIS (75)",Droit et sc. politiques,"Droit, sciences politiques",Sciences juridiques,40,38,Université Paris 1 - Panthéon Sorbonne,Autre
2023,Université Paris 1 - Panthéon Sorbonne,Paris,Île-de-France,droit international,"Droit internationational, européen et comparé (Enseignement à distance)",False,"INITIALE,HYBRIDE",Institut d'Enseignement à Distance  - PARIS (75),Droit et sc. politiques,"Droit, sciences politiques",Sciences juridiques,63,47,Université Paris 1 - Panthéon Sorbonne,Autre
2023,Université Paris 1 - Panthéon Sorbonne,Paris,Île-de-France,droit prive,Droit privé,False,"INITIALE,HYBRIDE",Ecole de Droit de la Sorbonne - Département Masters de Droit privé - PARIS (75),Droit et sc. politiques,"Droit, sciences politiques",Sciences juridiques,68,54,Université Paris 1 - Panthéon Sorbonne,Autre
2023,Université Paris 1 - Panthéon Sorbonne,Paris,Île-de-France,droit social,Droit social,False,"INITIALE,HYBRIDE",Ecole de Droit de la Sorbonne - Département Masters de Droit privé - PARIS (75),Droit et sc. politiques,"Droit, sciences politiques",Sciences juridiques,62,48,Université Paris 1 - Panthéon Sorbonne,Autre
2023,Université Paris 1 - Panthéon Sorbonne,Paris,Île-de-France,finance,Banque,True,APPRENTISSAGE,IAE de Paris (UFR 13) - PARIS (75),"Economie, gestion et A.E.S.","Sciences économiques, gestion",Sciences de gestion,16,8,Université Paris 1 - Panthéon Sorbonne,Autre
2023,Université Paris 1 - Panthéon Sorbonne,Paris,Île-de-France,finance,Management Financier,True,APPRENTISSAGE,IAE de Paris (UFR 13) - PARIS (75),"Economie, gestion et A.E.S.","Sciences économiques, gestion",Sciences de gestion,34,15,Université Paris 1 - Panthéon Sorbonne,Autre
2023,Université Paris 1 - Panthéon Sorbonne,Paris,Île-de-France,finance,Finance et Asset Management (FAM),False,"INITIALE,HYBRIDE",Ecole de Management de la Sorbonne (UFR 06 - Gestion et économie d'entreprise) - PARIS (75),"Economie, gestion et A.E.S.","Sciences économiques, gestion",Sciences de gestion,24,12,Université Paris 1 - Panthéon Sorbonne,Autre
2023,Université Paris 1 - Panthéon Sorbonne,Paris,Île-de-France,finance,Ingénierie Financière  (INGEFI),False,"INITIALE,HYBRIDE",Ecole de Management de la Sorbonne (UFR 06 - Gestion et économie d'entreprise) - PARIS (75),"Economie, gestion et A.E.S.","Sciences économiques, gestion",Sciences de gestion,19,7,Université Paris 1 - Panthéon Sorbonne,Autre
2023,Université Paris 1 - Panthéon Sorbonne,Paris,Île-de-France,gestion des ressources humaines,Gestion des Ressources Humaines et Relations Sociales - Pilotage et Innovation  (GRH-RS),False,"INITIALE,HYBRIDE",Ecole de Management de la Sorbonne (UFR 06 - Gestion et économie d'entreprise) - PARIS (75),"Economie, gestion et A.E.S.","Sciences économiques, gestion",Sciences de gestion,16,13,Université Paris 1 - Panthéon Sorbonne,Autre
2023,Université Paris 1 - Panthéon Sorbonne,Paris,Île-de-France,management et administration des entreprises,Manager QSE - Qualité Sécurité Environnement,True,APPRENTISSAGE,IAE de Paris (UFR 13) - PARIS (75),"Economie, gestion et A.E.S.","Sciences économiques, gestion",Sciences de gestion,34,19,Université Paris 1 - Panthéon Sorbonne,Autre
2023,Université Paris 1 - Panthéon Sorbonne,Paris,Île-de-France,management strategique,Conseil et  Management Stratégique International  (CMSI),False,"INITIALE,HYBRIDE",Ecole de Management de la Sorbonne (UFR 06 - Gestion et économie d'entreprise) - PARIS (75),"Economie, gestion et A.E.S.","Sciences économiques, gestion",Sciences de gestion,21,13,Université Paris 1 - Panthéon Sorbonne,Autre
2023,Université Paris 1 - Panthéon Sorbonne,Paris,Île-de-France,management strategique,Entrepreneuriat et Management des Entreprises Patrimoniales (EMEP),False,"INITIALE,HYBRIDE",Ecole de Management de la Sorbonne (UFR 06 - Gestion et économie d'entreprise) - PARIS (75),"Economie, gestion et A.E.S.","Sciences économiques, gestion",Sciences de gestion,17,8,Université Paris 1 - Panthéon Sorbonne,Autre
2023,Université Paris 1 - Panthéon Sorbonne,Paris,Île-de-France,management strategique,Gestion et Stratégie de l'Investissement Immobilier et de la Construction  (GESIIC),False,"INITIALE,HYBRIDE",Ecole de Management de la Sorbonne (UFR 06 - Gestion et économie d'entreprise) - PARIS (75),"Economie, gestion et A.E.S.","Sciences économiques, gestion",Sciences de gestion,20,9,Université Paris 1 - Panthéon Sorbonne,Autre
2023,Université Paris 1 - Panthéon Sorbonne,Paris,Île-de-France,"marketing, vente",Management de la marque et communication,True,APPRENTISSAGE,IAE de Paris (UFR 13) - PARIS (75),"Economie, gestion et A.E.S.","Sciences économiques, gestion",Sciences de gestion,19,15,Université Paris 1 - Panthéon Sorbonne,Autre
2023,Université Paris 1 - Panthéon Sorbonne,Paris,Île-de-France,science politique,Politique comparée Afrique Moyen-Orient,False,"INITIALE,HYBRIDE",UFR Science politique (UFR 11) - PARIS (75),Droit et sc. politiques,"Droit, sciences politiques",Sciences politiques,22,12,Université Paris 1 - Panthéon Sorbonne,Autre
2023,Université Paris 1 - Panthéon Sorbonne,Paris,Île-de-France,science politique,Transformations des démocraties contemporaines - Administration du politique,False,"INITIALE,HYBRIDE",UFR Science politique (UFR 11) - PARIS (75),Droit et sc. politiques,"Droit, sciences politiques",Sciences politiques,11,4,Université Paris 1 - Panthéon Sorbonne,Autre
2023,Université Paris 1 - Panthéon Sorbonne,Paris,Île-de-France,science politique,Transformations des démocraties contemporaines - Action publique et territoires,False,"INITIALE,HYBRIDE",UFR Science politique (UFR 11) - PARIS (75),Droit et sc. politiques,"Droit, sciences politiques",Sciences politiques,11,5,Université Paris 1 - Panthéon Sorbonne,Autre
2023,Université Paris 1 - Panthéon Sorbonne,Paris,Île-de-France,science politique,Transformations des démocraties contemporaines - Ingénierie de la concertation,False,"INITIALE,HYBRIDE",UFR Science politique (UFR 11) - PARIS (75),Droit et sc. politiques,"Droit, sciences politiques",Sciences politiques,9,6,Université Paris 1 - Panthéon Sorbonne,Autre
2023,Université Paris 1 - Panthéon Sorbonne,Paris,Île-de-France,tourisme,Gestion et valorisation touristique du patrimoine,True,"APPRENTISSAGE,CONTRAT_PRO",IREST (Institut de Recherche et d'Etudes Supérieures du Tourisme) - PARIS (75),"Economie, gestion et A.E.S.","Sciences économiques, gestion",Sciences économiques,1,1,Université Paris 1 - Panthéon Sorbonne,Autre
2023,Université Paris 1 - Panthéon Sorbonne,Paris,Île-de-France,tourisme,Développement et aménagement touristique des territoires,False,"INITIALE,CONTINUE,HYBRIDE",IREST (Institut de Recherche et d'Etudes Supérieures du Tourisme) - PARIS (75),"Economie, gestion et A.E.S.","Sciences économiques, gestion",Sciences économiques,25,18,Université Paris 1 - Panthéon Sorbonne,Autre
