session,eta_nom,acad_lib,acad_reg_lib,mention,parcours,alternance,modalite_enseignement,lieux_formation,disci_master,disci_lib,secteur_disci_lib,n_accept,n_accept_femme,uo_lib_actuel,diploma_needed
2023,Université Paris Cité,Paris,Île-de-France,physique fondamentale et applications,"Ingenierie Physique des Energies -  (master, sciences, physique)",False,"INITIALE,CONTINUE,HYBRIDE","UFR Physique – Campus Grands Moulins - PARIS (75),Université Paris Cité - PARIS (75),UFR Physique - PARIS (75)",Sc. fondamentales et appliquées (dont S.T.A.P.S.),Sciences fondamentales et applications,Physique,1,0,Université Paris Cité,Autre
2023,Université Paris Cité,Paris,Île-de-France,physique fondamentale et applications,"Physique fondamentale -  (master, sciences, physique)",False,"INITIALE,HYBRIDE","UFR Physique – Campus Grands Moulins - PARIS (75),UFR Physique - PARIS (75),Université Paris Cité - PARIS (75)",Sc. fondamentales et appliquées (dont S.T.A.P.S.),Sciences fondamentales et applications,Physique,34,14,Université Paris Cité,Autre
2023,Université Paris Cité,Paris,Île-de-France,genetique,Unknown,False,"INITIALE,CONTINUE,HYBRIDE","UFR SDV - PARIS (75),Université Paris Cité - PARIS (75)",Sc. fondamentales et appliquées (dont S.T.A.P.S.),"Sciences de la vie, de la terre et de l'univers","Sciences de la vie, biologie, santé",40,27,Université Paris Cité,Autre
2023,Université Sorbonne Paris Nord,Créteil,Île-de-France,droit,M1 Droit Social et Relations Sociales dans les Entreprises (formation initiale) : M2 Droit Social et Relations Sociales dans les Entreprises (formation en apprentissage),False,"INITIALE,HYBRIDE","Université Sorbonne Paris Nord - VILLETANEUSE (93),Université Sorbonne Paris Nord   - VILLETANEUSE (93)",Droit et sc. politiques,"Droit, sciences politiques",Sciences juridiques,17,16,Université Sorbonne Paris Nord,Gestion et Management
2023,Université Sorbonne Paris Nord,Créteil,Île-de-France,droit,M1  Droit Privé Général : M2 Immobilier,False,"INITIALE,HYBRIDE","Université Sorbonne Paris Nord - VILLETANEUSE (93),Université Sorbonne Paris Nord   - VILLETANEUSE (93)",Droit et sc. politiques,"Droit, sciences politiques",Sciences juridiques,21,19,Université Sorbonne Paris Nord,Gestion et Management
2023,Université Sorbonne Paris Nord,Créteil,Île-de-France,droit,M1  Droit Privé Général : M2 Contentieux des droits et libertés fondamentaux,False,"INITIALE,HYBRIDE","Université Sorbonne Paris Nord - VILLETANEUSE (93),Université Sorbonne Paris Nord   - VILLETANEUSE (93)",Droit et sc. politiques,"Droit, sciences politiques",Sciences juridiques,7,6,Université Sorbonne Paris Nord,Gestion et Management
2023,Université Sorbonne Paris Nord,Créteil,Île-de-France,droit,M1 Droit Public Interne et Européen et International :  M2 Contentieux des droits et libertés fondamentaux,False,"INITIALE,HYBRIDE","Université Sorbonne Paris Nord - VILLETANEUSE (93),Université Sorbonne Paris Nord   - VILLETANEUSE (93)",Droit et sc. politiques,"Droit, sciences politiques",Sciences juridiques,6,6,Université Sorbonne Paris Nord,Gestion et Management
2023,Université Sorbonne Paris Nord,Créteil,Île-de-France,droit,M1 Droit Public Interne et Européen et International : M2 Droits des libertés et droits fondamentaux dans les collectivités et entreprises,False,"INITIALE,HYBRIDE","Université Sorbonne Paris Nord - VILLETANEUSE (93),Université Sorbonne Paris Nord   - VILLETANEUSE (93)",Droit et sc. politiques,"Droit, sciences politiques",Sciences juridiques,6,3,Université Sorbonne Paris Nord,Gestion et Management
2023,Université Sorbonne Paris Nord,Créteil,Île-de-France,droit,M1 Droit Public Interne et Européen et International :  M2 Droit public général (recherche-carrieres-publiques),False,"INITIALE,HYBRIDE","Université Sorbonne Paris Nord - VILLETANEUSE (93),Université Sorbonne Paris Nord   - VILLETANEUSE (93)",Droit et sc. politiques,"Droit, sciences politiques",Sciences juridiques,17,12,Université Sorbonne Paris Nord,Gestion et Management
2023,Université Paris Cité,Paris,Île-de-France,biologie integrative et physiologie,"Sciences du Végétal (master, santé, sciences)",False,"INITIALE,CONTINUE,HYBRIDE","Campus Grands Moulins - PARIS (75),Université Paris Cité - PARIS (75)",Sc. fondamentales et appliquées (dont S.T.A.P.S.),"Sciences de la vie, de la terre et de l'univers","Sciences de la vie, biologie, santé",6,4,Université Paris Cité,Autre
2023,Université Paris Cité,Paris,Île-de-France,"sciences de la terre et des planetes, environnement","Génie de l'environnement et industrie - (master, sciences, terre, planète)",True,"CONTRAT_PRO,CONTINUE","IPGP  - PARIS (75),Université Paris Cité - PARIS (75)",Sc. fondamentales et appliquées (dont S.T.A.P.S.),"Sciences de la vie, de la terre et de l'univers","Sciences de l'univers, de la Terre, de l'espace, de la mer",0,0,Université Paris Cité,Autre
2023,Université Paris Cité,Paris,Île-de-France,langues etrangeres appliquees,"Langues, Interprétations et Stratégie Interculturelle - (master, LEA, langues)",False,"INITIALE,CONTINUE,HYBRIDE","UFR EILA – Campus Grands Moulins - PARIS (75),Université Paris Cité - PARIS (75)","Lettres, langues, art",Langues,Langues étrangères appliquées,14,10,Université Paris Cité,Autre
2023,Université Paris Cité,Paris,Île-de-France,langues etrangeres appliquees,"Langues, Culture et Innovations numériques - (master, LEA, langues)",False,"INITIALE,CONTINUE,HYBRIDE","UFR EILA – Campus Grands Moulins - PARIS (75),Université Paris Cité - PARIS (75)","Lettres, langues, art",Langues,Langues étrangères appliquées,13,8,Université Paris Cité,Autre
2023,Université Paris Cité,Paris,Île-de-France,sciences du langage,"Signes, discours, société - (master, langage)",False,"INITIALE,HYBRIDE","Faculté des Sciences Humaines et Sociales - PARIS (75),Université Paris Cité - PARIS (75)","Lettres, langues, art","Lettres, sciences du langage, arts","Sciences du langage, linguistique",9,8,Université Paris Cité,Sciences Sociales et Humanités
2023,Université Paris Cité,Paris,Île-de-France,sciences sociales,"Anthropologie et éthnologie - (master, social, humaine)",False,"INITIALE,CONTINUE,HYBRIDE","Faculté des Sciences Humaines et Sociales - PARIS (75), Université de Paris - Campus Saint-Germain-des-Prés - PARIS (75),Université Paris Cité - PARIS (75)",S.H.S.,Sciences humaines et sociales,Pluridisciplinaire sciences humaines et sociales,19,13,Université Paris Cité,Sciences Sociales et Humanités
2023,Université Paris Cité,Paris,Île-de-France,"metiers des etudes, du conseil et de l'intervention (meci)","Consultants et chargés d’études socio-économiques (master, économie)",False,"INITIALE,CONTINUE,HYBRIDE","UFR GHES – Campus Grands Moulins - PARIS (75),Université Paris Cité - PARIS (75)",S.H.S.,Sciences humaines et sociales,Pluridisciplinaire sciences humaines et sociales,15,7,Université Paris Cité,Autre
2023,Université Paris-Panthéon-Assas,Paris,Île-de-France,droit public,Histoire du droit-droit public,False,"INITIALE,HYBRIDE",Université Paris-Panthéon-Assas - PARIS (75),Droit et sc. politiques,"Droit, sciences politiques",Sciences juridiques,10,4,Université Paris-Panthéon-Assas,Autre
2023,Université Paris-Panthéon-Assas,Paris,Île-de-France,droit public,Philosophie du droit et droit politique,False,"INITIALE,HYBRIDE",Université Paris-Panthéon-Assas - PARIS (75),Droit et sc. politiques,"Droit, sciences politiques",Sciences juridiques,24,8,Université Paris-Panthéon-Assas,Autre
2023,Université Paris-Panthéon-Assas,Paris,Île-de-France,droit public,Préparation aux carrières administratives supérieures,False,"INITIALE,HYBRIDE",Université Paris-Panthéon-Assas - PARIS (75),Droit et sc. politiques,"Droit, sciences politiques",Sciences juridiques,25,13,Université Paris-Panthéon-Assas,Autre
2023,Université Paris-Panthéon-Assas,Paris,Île-de-France,droit prive,Ingénierie contractuelle - droit civil économique,False,"INITIALE,HYBRIDE",Université Paris-Panthéon-Assas - PARIS (75),Droit et sc. politiques,"Droit, sciences politiques",Sciences juridiques,25,16,Université Paris-Panthéon-Assas,Autre
2023,Université Paris-Panthéon-Assas,Paris,Île-de-France,droit europeen,Droit européen du marché et de la régulation,False,"INITIALE,HYBRIDE",Université Paris-Panthéon-Assas - PARIS (75),Droit et sc. politiques,"Droit, sciences politiques",Sciences juridiques,25,19,Université Paris-Panthéon-Assas,Autre
2023,Université Paris-Panthéon-Assas,Paris,Île-de-France,droit international,Administration internationale,False,"INITIALE,HYBRIDE",Université Paris-Panthéon-Assas - PARIS (75),Droit et sc. politiques,"Droit, sciences politiques",Sciences juridiques,18,13,Université Paris-Panthéon-Assas,Autre
2023,Université Paris Cité,Paris,Île-de-France,droit des affaires,"Juriste d'affaires international (master, droit)",False,"INITIALE,HYBRIDE","Faculté de Droit, d’Economie et de Gestion - MALAKOFF (92),Université Paris Cité - PARIS (75)",Droit et sc. politiques,"Droit, sciences politiques",Sciences juridiques,16,9,Université Paris Cité,Autre
2023,Université Paris Cité,Paris,Île-de-France,sciences de l'education,"Hybride - (master, éducation, sociologie, didactique)",False,"INITIALE,CONTINUE,HYBRIDE","Faculté des Sciences Humaines et Sociales - PARIS (75),Université Paris Cité - PARIS (75)",S.H.S.,Sciences humaines et sociales,Sciences de l'éducation,17,12,Université Paris Cité,Autre
2023,Université Paris Cité,Paris,Île-de-France,sciences de l'education,"Recherche en éducation et formation  - (master, éducation, sociologie, didactique)",False,"INITIALE,CONTINUE,HYBRIDE","Faculté des Sciences Humaines et Sociales - PARIS (75),Université Paris Cité - PARIS (75)",S.H.S.,Sciences humaines et sociales,Sciences de l'éducation,11,9,Université Paris Cité,Autre
2023,Université Paris Cité,Paris,Île-de-France,sciences de l'education,"Ingénierie des dispositifs d'aide spécialisée à la personne - (master, éducation, sociologie, didactique)",False,"INITIALE,CONTINUE,HYBRIDE","Faculté des Sciences Humaines et Sociales - PARIS (75),Université Paris Cité - PARIS (75)",S.H.S.,Sciences humaines et sociales,Sciences de l'éducation,12,9,Université Paris Cité,Autre
2023,Université Paris Cité,Paris,Île-de-France,informatique,"Cybersécurité (master, sciences, informatique)",True,APPRENTISSAGE,"UFR des Sciences Fondamentales et Biomédicales - PARIS (75),Université Paris Cité - PARIS (75)",Sc. fondamentales et appliquées (dont S.T.A.P.S.),Sciences fondamentales et applications,Informatique,2,0,Université Paris Cité,Technologies de l'Information
2023,Université Paris Cité,Paris,Île-de-France,informatique,"Réseaux et systèmes autonomes (master, sciences, informatique)",False,"INITIALE,HYBRIDE","UFR Mathématiques Informatique - PARIS (75),Université Paris Cité - PARIS (75)",Sc. fondamentales et appliquées (dont S.T.A.P.S.),Sciences fondamentales et applications,Informatique,15,5,Université Paris Cité,Technologies de l'Information
2023,École des hautes études en sciences sociales,Paris,Île-de-France,philosophie,Philosophie sociale et politique,False,"INITIALE,HYBRIDE",EHESS - PARIS (75),S.H.S.,Sciences humaines et sociales,"Philosophie, épistémologie",12,8,École des hautes études en sciences sociales,Sciences Sociales et Humanités
2023,Université Paris Cité,Paris,Île-de-France,droit public,"Droit public général (master, droit)",False,"INITIALE,HYBRIDE","Faculté de droit et d'économie gestion - MALAKOFF (92),Université Paris Cité - PARIS (75)",Droit et sc. politiques,"Droit, sciences politiques",Sciences juridiques,20,15,Université Paris Cité,Autre
2023,Université Paris Cité,Paris,Île-de-France,droit public,"Administration des collectivités territoriales (master, droit)",False,"INITIALE,HYBRIDE",Université Paris Cité - PARIS (75),Droit et sc. politiques,"Droit, sciences politiques",Sciences juridiques,15,12,Université Paris Cité,Autre
2023,Université Paris Cité,Paris,Île-de-France,droit public,"Droit du développement durable (master, droit)",False,"INITIALE,HYBRIDE","Faculté de droit et d'économie gestion - MALAKOFF (92),Université Paris Cité - PARIS (75)",Droit et sc. politiques,"Droit, sciences politiques",Sciences juridiques,8,6,Université Paris Cité,Autre
2023,Université Paris Cité,Paris,Île-de-France,histoire du droit et des institutions,"Culture juridique européenne (master, droit)",False,"INITIALE,HYBRIDE","Faculté de droit et d''économie gestion - MALAKOFF (92),Université Paris Cité - PARIS (75)",Droit et sc. politiques,"Droit, sciences politiques",Sciences juridiques,5,3,Université Paris Cité,Autre
2023,Université Sorbonne Paris Nord,Créteil,Île-de-France,sciences du langage,"Lexiques, Discours, Langues et Théories (LEDILANGT)",False,"INITIALE,HYBRIDE",Université Sorbonne Paris Nord - VILLETANEUSE (93),"Lettres, langues, art","Lettres, sciences du langage, arts","Sciences du langage, linguistique",5,2,Université Sorbonne Paris Nord,Sciences Sociales et Humanités
2023,Université Paris Cité,Paris,Île-de-France,"langues, litteratures et civilisations etrangeres et regionales",LLCER - Etudes Anglophones : Histoire et Civilisation (master),True,CONTRAT_PRO,"UFR Etudes Anglophones - PARIS (75),Université Paris Cité - PARIS (75)","Lettres, langues, art",Langues,Langues et littératures étrangères,0,0,Université Paris Cité,Autre
2023,Université Paris Cité,Paris,Île-de-France,"langues, litteratures et civilisations etrangeres et regionales",LLCER - Etudes Anglophones : Linguistique (master),False,"INITIALE,CONTINUE,HYBRIDE","Université Paris Cité - PARIS (75),UFR Etudes Anglophones - PARIS (75)","Lettres, langues, art",Langues,Langues et littératures étrangères,13,9,Université Paris Cité,Autre
2023,Université Paris Cité,Paris,Île-de-France,"langues, litteratures et civilisations etrangeres et regionales",LLCER - Etudes Anglophones : Arts et Culture Visuelle (master),False,"INITIALE,CONTINUE,HYBRIDE","UFR Etudes Anglophones - PARIS (75),Université Paris Cité - PARIS (75)","Lettres, langues, art",Langues,Langues et littératures étrangères,17,15,Université Paris Cité,Autre
2023,Université Paris Cité,Paris,Île-de-France,"langues, litteratures et civilisations etrangeres et regionales",LLCER - Etudes Anglophones : Intelligence et Innovation Culturelle (master),False,"INITIALE,HYBRIDE","UFR Etudes Anglophones - PARIS (75),Université Paris Cité - PARIS (75)","Lettres, langues, art",Langues,Langues et littératures étrangères,11,10,Université Paris Cité,Autre
2023,Université Paris Cité,Paris,Île-de-France,"langues, litteratures et civilisations etrangeres et regionales","LLCER - Etudes japonaises (master, japonais, langues)",False,"INITIALE,CONTINUE,HYBRIDE","UFR LCAO – Campus Grands Moulins - PARIS (75),Université Paris Cité - PARIS (75)","Lettres, langues, art",Langues,Langues et littératures étrangères,21,20,Université Paris Cité,Autre
2023,Université Paris Cité,Paris,Île-de-France,ethique,"Conseil en génétique - (master, santé)",False,"INITIALE,CONTINUE,DISTANCE,HYBRIDE","UFR de médecine - PARIS (75),Université Paris Cité - PARIS (75)",S.H.S.,Sciences humaines et sociales,"Philosophie, épistémologie",15,13,Université Paris Cité,Autre
2023,Université de Technologie de Compiègne,Amiens,Hauts-de-France,humanites et industries creatives,Unknown,False,"INITIALE,CONTINUE,HYBRIDE",Université de technologie de Compiègne - UTC - COMPIÈGNE (60),"Lettres, langues, art","Pluridisciplinaire lettres, langues, sciences humaines","Pluridisciplinaire lettres, langues, sciences humaines",7,5,Université de Technologie de Compiègne,Autre
2023,Université de Poitiers,Poitiers,Nouvelle-Aquitaine,"biodiversite, ecologie et evolution",Génie Ecologique,False,"INITIALE,CONTINUE,HYBRIDE",UFR SFA - POITIERS CEDEX 9 (86),Sc. fondamentales et appliquées (dont S.T.A.P.S.),"Sciences de la vie, de la terre et de l'univers","Sciences de la vie, biologie, santé",22,16,Université de Poitiers,Autre
2023,Université de Tours,Orléans-Tours,Centre-Val de Loire,"arts, lettres et civilisations",Culture et médiation des arts du spectacle,False,"INITIALE,CONTINUE,HYBRIDE",Faculté de Lettres et Langues - TOURS (37),"Lettres, langues, art","Lettres, sciences du langage, arts","Pluridisciplinaire lettres, sciences du langage, arts",18,18,Université de Tours,Autre
2023,Université de Tours,Orléans-Tours,Centre-Val de Loire,francais langue etrangere,Formation DUALE - Enseignement du/en français en Colombie-Britannique,False,"INITIALE,CONTINUE,HYBRIDE",Faculté de Lettres et Langues - TOURS (37),"Lettres, langues, art","Lettres, sciences du langage, arts","Sciences du langage, linguistique",3,1,Université de Tours,Autre
2023,La Rochelle Université,Poitiers,Nouvelle-Aquitaine,sciences pour l'environnement,Géosciences et géophysique du littoral,False,"INITIALE,HYBRIDE",La Rochelle Université - LA ROCHELLE,Sc. fondamentales et appliquées (dont S.T.A.P.S.),Pluridisciplinaire sciences,Pluridisciplinaire sciences,16,5,La Rochelle Université,Autre
2023,La Rochelle Université,Poitiers,Nouvelle-Aquitaine,sciences pour l'environnement,Management environnemental,False,"INITIALE,HYBRIDE",La Rochelle Université - LA ROCHELLE,Sc. fondamentales et appliquées (dont S.T.A.P.S.),Pluridisciplinaire sciences,Pluridisciplinaire sciences,12,7,La Rochelle Université,Autre
2023,Université des Antilles,Guadeloupe,Guadeloupe,"metiers de l'enseignement, de l'education et de la formation (meef), encadrement educatif",Conseiller principal d'éducation - INSPE Martinique,False,"INITIALE,HYBRIDE",INSPE DE MARTINIQUE - FORT-DE-FRANCE (97),M.E.E.F.,Sciences humaines et sociales,Sciences de l'éducation,30,28,Université des Antilles,Autre
2023,Université des Antilles,Guadeloupe,Guadeloupe,"metiers de l'enseignement, de l'education et de la formation (meef), 2nd degre",Mathématiques - INSPE Martinique,False,"INITIALE,HYBRIDE",INSPE DE MARTINIQUE - FORT-DE-FRANCE (97),M.E.E.F.,Sciences humaines et sociales,Sciences de l'éducation,9,6,Université des Antilles,Autre
2023,Université de Haute-Alsace,Strasbourg,Grand Est,"metiers de l'enseignement, de l'education et de la formation (meef), 2nd degre",Documentation,False,"INITIALE,HYBRIDE","Université de Haute Alsace  - MULHOUSE (68),INSPE - Université de Strasbourg - Campus de la Meinau - STRASBOURG CEDEX (67)",M.E.E.F.,Sciences humaines et sociales,Sciences de l'éducation,4,4,Université de Haute-Alsace,Autre
2023,Université de Strasbourg,Strasbourg,Grand Est,"metiers de l'enseignement, de l'education et de la formation (meef), 2nd degre",Enseigner l'éducation physique et sportive (CAPEPS),False,"INITIALE,CONTINUE,HYBRIDE","Institut national supérieur du professorat et de l'éducation (INSPE Académie de Strasbourg) - STRASBOURG (67),Université de Strasbourg - STRASBOURG CEDEX (67)",M.E.E.F.,Sciences humaines et sociales,Sciences de l'éducation,43,14,Université de Strasbourg,Autre
2023,Université de Strasbourg,Strasbourg,Grand Est,"metiers de l'enseignement, de l'education et de la formation (meef), 2nd degre",Enseigner les mathématiques (CAPES),False,"INITIALE,CONTINUE,HYBRIDE","Institut national supérieur du professorat et de l'éducation (INSPE Académie de Strasbourg) - STRASBOURG (67),Université de Strasbourg - STRASBOURG CEDEX (67)",M.E.E.F.,Sciences humaines et sociales,Sciences de l'éducation,26,13,Université de Strasbourg,Autre
2023,Université de Strasbourg,Strasbourg,Grand Est,"metiers de l'enseignement, de l'education et de la formation (meef), 2nd degre",Enseigner les sciences de la vie et de la Terre (CAPES),False,"INITIALE,CONTINUE,HYBRIDE","Institut national supérieur du professorat et de l'éducation (INSPE Académie de Strasbourg) - STRASBOURG (67),Université de Strasbourg - STRASBOURG CEDEX (67)",M.E.E.F.,Sciences humaines et sociales,Sciences de l'éducation,5,2,Université de Strasbourg,Autre
2023,Université de Reims Champagne-Ardenne,Reims,Grand Est,"metiers de l'enseignement, de l'education et de la formation (meef), 2nd degre","Lettres, littératures et civilisations étrangères",False,"INITIALE,CONTINUE,HYBRIDE",Institut National Supérieur du Professorat et de l'Éducation (Inspé) - REIMS (51),M.E.E.F.,Sciences humaines et sociales,Sciences de l'éducation,20,15,Université de Reims Champagne-Ardenne,Autre
2023,Université Côte d'Azur,Nice,Provence-Alpes-Côte d'Azur,"metiers de l'enseignement, de l'education et de la formation (meef), 1er degre",Unknown,False,"INITIALE,HYBRIDE","Université Côte d'Azur - NICE CEDEX 2 (06),Site de Formation La Seyne-sur-Mer - LA SEYNE-SUR-MER (83)",M.E.E.F.,Sciences humaines et sociales,Sciences de l'éducation,62,57,Université Côte d'Azur,Autre
2023,Université de Poitiers,Poitiers,Nouvelle-Aquitaine,"metiers de l'enseignement, de l'education et de la formation (meef), pratiques et ingenierie de la formation (pif)","Ingénierie, Médiation, e-Education",True,"APPRENTISSAGE,CONTRAT_PRO,DISTANCE","INSPE - POITIERS CEDEX 9 (86),UFR Lettres & Langues - POITIERS (86)",M.E.E.F.,Sciences humaines et sociales,Sciences de l'éducation,2,2,Université de Poitiers,Autre
2023,Université de Montpellier,Montpellier,Occitanie,"metiers de l'enseignement, de l'education et de la formation (meef), pratiques et ingenierie de la formation (pif)",Education et pratiques inclusives,False,CONTINUE,UFR d'éducation - MONTPELLIER (34),M.E.E.F.,Sciences humaines et sociales,Sciences de l'éducation,10,8,Université de Montpellier,Autre
2023,Université de Bourgogne,Dijon,Bourgogne-Franche-Comté,"metiers de l'enseignement, de l'education et de la formation (meef), 2nd degre",Education musicale et chant choral,False,"INITIALE,CONTINUE,HYBRIDE","Université de Bourgogne - DIJON CEDEX (21),UFR Sciences Humaines - DIJON (21),INSPE DIJON - DIJON (21)",M.E.E.F.,Sciences humaines et sociales,Sciences de l'éducation,4,1,Université de Bourgogne,Autre
2023,Université de Bourgogne,Dijon,Bourgogne-Franche-Comté,"metiers de l'enseignement, de l'education et de la formation (meef), 2nd degre",Lettres modernes,False,"INITIALE,CONTINUE,HYBRIDE","UFR Lettres et Philosophie - DIJON (21),Université de Bourgogne - DIJON CEDEX (21),INSPE DIJON - DIJON (21)",M.E.E.F.,Sciences humaines et sociales,Sciences de l'éducation,11,11,Université de Bourgogne,Autre
2023,Université de Bourgogne,Dijon,Bourgogne-Franche-Comté,"metiers de l'enseignement, de l'education et de la formation (meef), 2nd degre",Mathématiques,False,"INITIALE,CONTINUE,HYBRIDE","UFR Sciences et Techniques - DIJON (21),Université de Bourgogne - DIJON CEDEX (21),INSPE DIJON - DIJON (21)",M.E.E.F.,Sciences humaines et sociales,Sciences de l'éducation,13,8,Université de Bourgogne,Autre
2023,Université Clermont Auvergne,Clermont-Ferrand,Auvergne-Rhône-Alpes,"metiers de l'enseignement, de l'education et de la formation (meef), 2nd degre",Histoire - Géographie,False,"INITIALE,CONTINUE,HYBRIDE",Institut National Supérieur du Professorat et de l'Education - CHAMALIERES (63),M.E.E.F.,Sciences humaines et sociales,Sciences de l'éducation,22,7,Université Clermont Auvergne,Autre
2023,Université Clermont Auvergne,Clermont-Ferrand,Auvergne-Rhône-Alpes,"metiers de l'enseignement, de l'education et de la formation (meef), 2nd degre",Physique - Chimie,False,"INITIALE,CONTINUE,HYBRIDE",Institut National Supérieur du Professorat et de l'Education - CHAMALIERES (63),M.E.E.F.,Sciences humaines et sociales,Sciences de l'éducation,4,1,Université Clermont Auvergne,Autre
2023,Université Clermont Auvergne,Clermont-Ferrand,Auvergne-Rhône-Alpes,"metiers de l'enseignement, de l'education et de la formation (meef), 2nd degre",Professeur documentaliste,False,"INITIALE,CONTINUE,HYBRIDE",Institut National Supérieur du Professorat et de l'Education - CHAMALIERES (63),M.E.E.F.,Sciences humaines et sociales,Sciences de l'éducation,10,5,Université Clermont Auvergne,Autre
2023,Université Clermont Auvergne,Clermont-Ferrand,Auvergne-Rhône-Alpes,"metiers de l'enseignement, de l'education et de la formation (meef), 2nd degre",Sciences de l'ingénieur,False,"INITIALE,CONTINUE,HYBRIDE",Institut National Supérieur du Professorat et de l'Education - CHAMALIERES (63),M.E.E.F.,Sciences humaines et sociales,Sciences de l'éducation,4,1,Université Clermont Auvergne,Autre
2023,Université de Corse Pasquale Paoli,Corse,Corse,"metiers de l'enseignement, de l'education et de la formation (meef), 2nd degre",Mathématiques,False,"INITIALE,HYBRIDE",INSPE CORTE - CORTE (20),M.E.E.F.,Sciences humaines et sociales,Sciences de l'éducation,6,2,Université de Corse Pasquale Paoli,Autre
2023,Université de Corse Pasquale Paoli,Corse,Corse,"metiers de l'enseignement, de l'education et de la formation (meef), 2nd degre",Sciences de la vie et de la terre,False,"INITIALE,HYBRIDE",INSPE CORTE - CORTE (20),M.E.E.F.,Sciences humaines et sociales,Sciences de l'éducation,2,1,Université de Corse Pasquale Paoli,Autre
2023,Université de Corse Pasquale Paoli,Corse,Corse,"metiers de l'enseignement, de l'education et de la formation (meef), 2nd degre",Langue et culture corses,False,"INITIALE,HYBRIDE",INSPE CORTE - CORTE (20),M.E.E.F.,Sciences humaines et sociales,Sciences de l'éducation,0,0,Université de Corse Pasquale Paoli,Autre
2023,Université de Caen Normandie,Normandie,Normandie,"metiers de l'enseignement, de l'education et de la formation (meef), 2nd degre",Professeur documentaliste,False,"INITIALE,HYBRIDE","Institut National Supérieur du Professorat et de l'Education (INSPE) - CAEN (14),Université de Caen Normandie - CAEN CEDEX 5 (14)",M.E.E.F.,Sciences humaines et sociales,Sciences de l'éducation,9,7,Université de Caen Normandie,Autre
2023,Université de Caen Normandie,Normandie,Normandie,"metiers de l'enseignement, de l'education et de la formation (meef), 2nd degre",Lettres Classiques,False,"INITIALE,HYBRIDE","Institut National Supérieur du Professorat et de l'Education (INSPE) - CAEN (14),Université de Caen Normandie - CAEN CEDEX 5 (14)",M.E.E.F.,Sciences humaines et sociales,Sciences de l'éducation,0,0,Université de Caen Normandie,Autre
2023,Université de Picardie Jules-Verne,Amiens,Hauts-de-France,"metiers de l'enseignement, de l'education et de la formation (meef), 1er degre",PROFESSEUR DES ÉCOLES - PARCOURS CLASSIQUE,False,"INITIALE,CONTINUE,HYBRIDE",INSPE Centre de Laon - LAON (21),M.E.E.F.,Sciences humaines et sociales,Sciences de l'éducation,81,65,Université de Picardie Jules-Verne,Autre
2023,Université de Lorraine,Nancy-Metz,Grand Est,"metiers de l'enseignement, de l'education et de la formation (meef), 2nd degre",Lettres,False,"INITIALE,HYBRIDE","UFR ALL - NANCY (54),INSPE - MAXEVILLE (54)",M.E.E.F.,Sciences humaines et sociales,Sciences de l'éducation,17,13,Université de Lorraine,Autre
2023,Université de Lorraine,Nancy-Metz,Grand Est,"metiers de l'enseignement, de l'education et de la formation (meef), 2nd degre",Anglais,False,CONTINUE,"UFR ALL - METZ (57),INSPE - MONTIGNY-LES-METZ (57)",M.E.E.F.,Sciences humaines et sociales,Sciences de l'éducation,0,0,Université de Lorraine,Autre
2023,Université de Lorraine,Nancy-Metz,Grand Est,"metiers de l'enseignement, de l'education et de la formation (meef), 2nd degre",Anglais,False,"INITIALE,HYBRIDE","UFR ALL - METZ (57),INSPE - MONTIGNY-LES-METZ (57)",M.E.E.F.,Sciences humaines et sociales,Sciences de l'éducation,9,8,Université de Lorraine,Autre
2023,Université de Lorraine,Nancy-Metz,Grand Est,"metiers de l'enseignement, de l'education et de la formation (meef), 2nd degre",Education musicale et chant choral,False,CONTINUE,"UFR ALL - NANCY (54),INSPE - MAXEVILLE (54)",M.E.E.F.,Sciences humaines et sociales,Sciences de l'éducation,1,0,Université de Lorraine,Autre
2023,Université de Lorraine,Nancy-Metz,Grand Est,"metiers de l'enseignement, de l'education et de la formation (meef), 2nd degre",Education physique et sportive,False,CONTINUE,"UFR SCIFA - STAPS - METZ (57),INSPE - MONTIGNY-LES-METZ (57)",M.E.E.F.,Sciences humaines et sociales,Sciences de l'éducation,0,0,Université de Lorraine,Autre
2023,Université de Lorraine,Nancy-Metz,Grand Est,"metiers de l'enseignement, de l'education et de la formation (meef), 2nd degre",Sciences de la vie et de la terre,False,"INITIALE,HYBRIDE","Faculté des Sciences et Technologies - VANDOEUVRE-LES-NANCY (54),INSPE - MAXEVILLE (54)",M.E.E.F.,Sciences humaines et sociales,Sciences de l'éducation,14,11,Université de Lorraine,Autre
2023,Université de Lorraine,Nancy-Metz,Grand Est,"metiers de l'enseignement, de l'education et de la formation (meef), 2nd degre",Sciences industrielles de l'ingénieur,False,"INITIALE,HYBRIDE",INSPE - MONTIGNY-LES-METZ (57),M.E.E.F.,Sciences humaines et sociales,Sciences de l'éducation,1,0,Université de Lorraine,Autre
2023,Université de Lorraine,Nancy-Metz,Grand Est,"metiers de l'enseignement, de l'education et de la formation (meef), 2nd degre",Génie industriel,False,CONTINUE,INSPE - EPINAL (88),M.E.E.F.,Sciences humaines et sociales,Sciences de l'éducation,0,0,Université de Lorraine,Autre
